query,query_tokens,final_rank,rerank_score,rrf_score,rrf_rank,dense_rank,bm25_rank,metadata,page_content
주정차 위반하면 과태료가 얼마나 나와?,"정차, 위반, 과태료, 얼마나, 주정차위반, 정차위반",4,-0.039583496749401,0.0158730158730158,5,3.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제154조(벌칙) 다음 각 호의 어느 하나에 해당하는 사람은 30만원 이하의 벌금이나 구류에 처한다. 1. 제42조를 위반하여 자동차등에 도색ㆍ표지 등을 하거나 그러한 자동차등을 운전한 사람
2. 제43조를 위반하여 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치
자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증
중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아
니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형
이동장치를 운전하는 경우는 제외한다)
3. 제45조를 위반하여 과로ㆍ질병으로 인하여 정상적으로 운전하지 못할 우려가 있는 상태에서 자동차등 또는 노면
전차를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다)
3의2. 제53조제3항을 위반하여 보호자를 태우지 아니하고 어린이통학버스를 운행한 운영자
3의3. 제53조제4항을 위반하여 어린이나 영유아가 하차하였는지를 확인하지 아니한 운전자
3의4. 제53조제5항을 위반하여 어린이 하차확인장치를 작동하지 아니한 운전자. 다만, 점검 또는 수리를 위하여 일
시적으로 장치를 제거하여 작동하지 못하는 경우는 제외한다.
3의5. 제53조제6항을 위반하여 보호자를 태우지 아니하고 운행하는 어린이통학버스에 보호자 동승표지를 부착한
자
4. 제54조제2항에 따른 사고발생 시 조치상황 등의 신고를 하지 아니한 사람
5. 제56조제2항을 위반하여 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를
운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동
기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니한 사
람(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다)에게 원동기장치자전거를 운전하도록 시킨 고용주등
6. 제63조를 위반하여 고속도로등을 통행하거나 횡단한 사람
7. 제69조제1항에 따른 도로공사의 신고를 하지 아니하거나 같은 조 제2항에 따른 조치를 위반한 사람 또는 같은
조 제3항을 위반하여 교통안전시설을 설치하지 아니하거나 같은 조 제4항을 위반하여 안전요원 또는 안전유도
장비를 배치하지 아니한 사람 또는 같은 조 제6항을 위반하여 교통안전시설을 원상회복하지 아니한 사람
8. 제71조제1항에 따른 경찰서장의 명령을 위반한 사람
9. 제17조제3항을 위반하여 제17조제1항 및 제2항에 따른 최고속도보다 시속 80킬로미터를 초과한 속도로 자동차
등을 운전한 사람(제151조의2제2호 및 제153조제2항제2호에 해당하는 사람은 제외한다)

도로교통법"
주정차 위반하면 과태료가 얼마나 나와?,"정차, 위반, 과태료, 얼마나, 주정차위반, 정차위반",5,-0.0664361789822578,0.0161290322580645,4,,2.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제161조(과태료의 부과ㆍ징수 등) ①제160조제1항부터 제3항까지의 규정에 따른 과태료는 대통령령으로 정하는 바에
따라 다음 각 호의 자가 부과ㆍ징수한다. 1. 제160조제1항부터 제3항까지(제15조제3항에 따른 전용차로 통행, 제32조부터 제34조까지의 규정에 따른 정차
또는 주차, 제53조제7항에 따른 안전운행기록 제출, 제53조의3제1항에 따른 어린이통학버스 안전교육, 제53조의
3제3항에 따른 어린이통학버스 운영자 의무 규정을 위반한 경우는 제외한다)의 과태료: 시ㆍ도경찰청장
2. 제160조제1항(제52조제1항ㆍ제3항을 위반한 경우만 해당한다), 제2항(제49조제1항제1호ㆍ제3호, 제50조제1항
ㆍ제3항, 제52조제2항, 제53조제2항, 제53조의3제1항 및 제53조의3제3항을 위반한 경우만 해당한다) 및 제3항
("
음주운전하면 면허가 바로 취소돼?,"음주운전, 면허, 바로, 취소",1,0.6361978054046631,0.0163934426229508,2,1.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제93조(운전면허의 취소ㆍ정지) ① 시ㆍ도경찰청장은 운전면허(연습운전면허는 제외한다. 이하 이 조에서 같다)를 받은
사람이 다음 각 호의 어느 하나에 해당하면 행정안전부령으로 정하는 기준에 따라 운전면허(운전자가 받은 모든 범
위의 운전면허를 포함한다. 이하 이 조에서 같다)를 취소하거나 1년 이내의 범위에서 운전면허의 효력을 정지시킬
수 있다. 다만, 제2호, 제3호, 제7호, 제8호, 제8호의2, 제9호(정기 적성검사 기간이 지난 경우는 제외한다), 제14호, 제
16호, 제17호, 제20호의 규정에 해당하는 경우에는 운전면허를 취소하여야 하고(제8호의2에 해당하는 경우 취소하
여야 하는 운전면허의 범위는 운전자가 거짓이나 그 밖의 부정한 수단으로 받은 그 운전면허로 한정한다), 제18호의
규정에 해당하는 경우에는 정당한 사유가 없으면 관계 행정기관의 장의 요청에 따라 운전면허를 취소하거나 1년 이
내의 범위에서 정지하여야 한다. 1. 제44조제1항을 위반하여 술에 취한 상태에서 자동차등을 운전한 경우
2. 제44조제1항 또는 제2항 후단을 위반(자동차등을 운전한 경우로 한정한다. 이하 이 호 및 제3호에서 같다)한 사
람이 다시 같은 조 제1항을 위반하여 운전면허 정지 사유에 해당된 경우
3. 제44조제2항 후단을 위반하여 술에 취한 상태에 있다고 인정할 만한 상당한 이유가 있음에도 불구하고 경찰공무
원의 측정에 응하지 아니한 경우
4. 제45조를 위반하여 약물의 영향으로 인하여 정상적으로 운전하지 못할 우려가 있는 상태에서 자동차등을 운전한
경우
5. 제46조제1항을 위반하여 공동 위험행위를 한 경우
5의2. 제46조의3을 위반하여 난폭운전을 한 경우
5의3. 제17조제3항을 위반하여 제17조제1항 및 제2항에 따른 최고속도보다 시속 100킬로미터를 초과한 속도로
3회 이상 자동차등을 운전한 경우
6. 교통사고로 사람을 사상한 후 제54조제1항 또는 제2항에 따른 필요한 조치 또는 신고를 하지 아니한 경우
7. 제82조제1항제2호부터 제5호까지의 규정에 따른 운전면허를 받을 수 없는 사람에 해당된 경우
8. 제82조에 따라 운전면허를 받을 수 없는 사람이 운전면허를 받거나 운전면허효력의 정지기간 중 운전면허증 또
는 운전면허증을 갈음하는 증명서를 발급받은 사실이 드러난 경우
8의2. 거짓이나 그 밖의 부정한 수단으로 운전면허를 받은 경우
9. 제87조제2항 또는 제88조제1항에 따른 적성검사를 받지 아니하거나 그 적성검사에 불합격한 경우
10. 운전 중 고의 또는 과실로 교통사고를 일으킨 경우
10의2. 운전면허를 받은 사람이 자동차등을 이용하여 「형법」 제258조의2(특수상해)ㆍ"
음주운전하면 면허가 바로 취소돼?,"음주운전, 면허, 바로, 취소",2,0.1770861595869064,0.0161290322580645,5,,2.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제43조 또는 제96조제3항을 위반하여 자동차등을 운전한 경우에는 그 위반한 날(운전면허효력 정지기간에 운전
하여 취소된 경우에는 그 취소된 날을 말하며, 이하 이 조에서 같다)부터 1년(원동기장치자전거면허를 받으려는
경우에는 6개월로 하되, 제46조를 위반한 경우에는 그 위반한 날부터 1년). 다만, 사람을 사상한 후 제54조제1항
에 따른 필요한 조치 및 제2항에 따른 신고를 하지 아니한 경우에는 그 위반한 날부터 5년으로 한다.
2."
음주운전하면 면허가 바로 취소돼?,"음주운전, 면허, 바로, 취소",3,0.1129525452852249,0.0163934426229508,3,,1.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제87조 및 제88조에 따라 적성검사를 받은 사람의 신체 상태 또는 운전 능력에 따라 제3항에
따른 조건을 새로 붙이거나 바꿀 수 있다. 제80조의2(음주운전 방지장치 부착 조건부 운전면허) ① 제44조제1항 또는 제2항을 위반(자동차등 또는 노면전차를 운
전한 경우로 한정한다. 다만, 개인형 이동장치를 운전한 경우는 제외한다. 이하 같다)한 날부터 5년 이내에 다시 같은
조 제1항 또는 제2항을 위반하여 운전면허 취소처분을 받은 사람이 자동차등을 운전하려는 경우에는 시ㆍ도경찰청
장으로부터 음주운전 방지장치 부착 조건부 운전면허(이하 “조건부 운전면허”라 한다. 이하 같다)를 받아야 한다.
② 음주운전 방지장치는 제82조제2항제1호부터 제9호까지에 따라 조건부 운전면허 발급 대상에게 적용되는 운전
면허 결격기간과 같은 기간 동안 부착하며, 운전면허 결격기간이 종료된 다음 날부터 부착기간을 산정한다.
③ 제1항에 따른 조건부 운전면허의 범위ㆍ발급ㆍ종류 등에 필요한 사항은 행정안전부령으로 정한다. [시행일: 2024. 10. 25.] 제80조의2"
음주운전하면 면허가 바로 취소돼?,"음주운전, 면허, 바로, 취소",4,0.0665641650557518,0.0161290322580645,4,2.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제12조 중 증거를 날조ㆍ인멸ㆍ은닉한 죄

도로교통법
나. 「형법」 중 다음 어느 하나의 범죄
1) 살인ㆍ사체유기 또는 방화
2) 강도ㆍ강간 또는 강제추행
3) 약취ㆍ유인 또는 감금
4) 상습절도(절취한 물건을 운반한 경우에 한정한다)
5) 교통방해(단체 또는 다중의 위력으로써 위반한 경우에 한정한다)
다. 「보험사기방지 특별법」 중 제8조부터 제10조까지의 죄
12. 다른 사람의 자동차등을 훔치거나 빼앗은 경우
13. 다른 사람이 부정하게 운전면허를 받도록 하기 위하여 제83조에 따른 운전면허시험에 대신 응시한 경우
14. 이 법에 따른 교통단속 임무를 수행하는 경찰공무원등 및 시ㆍ군공무원을 폭행한 경우
15. 운전면허증을 다른 사람에게 빌려주어 운전하게 하거나 다른 사람의 운전면허증을 빌려서 사용한 경우
16. 「자동차관리법」에 따라 등록되지 아니하거나 임시운행허가를 받지 아니한 자동차(이륜자동차는 제외한다)를
운전한 경우
17. 제1종 보통면허 및 제2종 보통면허를 받기 전에 연습운전면허의 취소 사유가 있었던 경우
18. 다른 법률에 따라 관계 행정기관의 장이 운전면허의 취소처분 또는 정지처분을 요청한 경우
18의2. 제39조제1항 또는 제4항을 위반하여 화물자동차를 운전한 경우
19. 이 법이나 이 법에 따른 명령 또는 처분을 위반한 경우
20. 운전면허를 받은 사람이 자신의 운전면허를 실효(失效)시킬 목적으로 시ㆍ도경찰청장에게 자진하여 운전면허를
반납하는 경우. 다만, 실효시키려는 운전면허가 취소처분 또는 정지처분의 대상이거나 효력정지 기간 중인 경우
는 제외한다.
② 시ㆍ도경찰청장은 제1항에 따라 운전면허를 취소하거나 운전면허의 효력을 정지하려고 할 때 그 기준으로 활용
하기 위하여 교통법규를 위반하거나 교통사고를 일으킨 사람에 대하여는 행정안전부령으로 정하는 바에 따라 위반
및 피해의 정도 등에 따라 벌점을 부과할 수 있으며, 그 벌점이 행정안전부령으로 정하는 기간 동안 일정한 점수를
초과하는 경우에는 행정안전부령으로 정하는 바에 따라 운전면허를 취소 또는 정지할 수 있다. ③ 시ㆍ도경찰청장은 연습운전면허를 발급받은 사람이 운전 중 고의 또는 과실로 교통사고를 일으키거나 이 법이
나 이 법에 따른 명령 또는 처분을 위반한 경우에는 연습운전면허를 취소하여야 한다. 다만, 본인에게 귀책사유(歸
責事由)가 없는 경우 등 대통령령으로 정하는 경우에는 그러하지 아니하다. ④ 시ㆍ도경찰청장은 제1항 또는 제2항에 따라 운전면허의 취소처분 또는 정지처분을 하려고 하거나 제3항에 따라
연습운전면허 취소처분을 하려면 그 처분을 하기 전에 미리 행정안전부령으로 정하는 바에 따라 처분의 당사자에
게 처분 내용과 의견제출 기한 등을 통지하여야 하며, 그 처분을 하는 때에는 행정안전부령으로 정하는 바에 따라
처분의 이유와 행정심판을 제기할 수 있는 기간 등을 통지하여야 한다. 다만, 제87조제2항 또는 제88조제1항에 따
른 적성검사를 받지 아니하였다는 이유로 운전면허를 취소하려면 행정안전부령으로 정하는 바에 따라 처분의 당사
자에게 적성검사를 할 수 있는 날의 만료일 전까지 적성검사를 받지 아니하면 운전면허가 취소된다는 사실의 조건
부 통지를 함으로써 처분의 사전 및 사후 통지를 갈음할 수 있다."
음주운전하면 면허가 바로 취소돼?,"음주운전, 면허, 바로, 취소",5,0.0621847733855247,0.0158730158730158,6,3.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제43조 또는 제96조제3항을 함께 위반한 경우도 포함한다)하여 운전을 하다가
2회 이상 교통사고를 일으킨 경우에는 운전면허가 취소된 날("
불법주차한 차는 신고할 수 있어?,"불법, 주차, 신고, 불법주차",1,0.1308834552764892,0.0163934426229508,2,1.0,,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제13조(주차위반 차의 견인ㆍ보관 및 반환 등을 위한 조치) ① 경찰서장, 도지사 또는 시장등은 법 제35조제2항에 따라
차를 견인하려는 경우에는 행정안전부령으로 정하는 바에 따라 과태료 또는 범칙금 부과 및 견인 대상 차임을 알리
는 표지(이하 “과태료부과대상차표지”라 한다)를 그 차의 보기 쉬운 곳에 부착하여 견인 대상 차임을 알 수 있도록
하여야 한다. ② 경찰서장, 도지사 또는 시장등은 법 제35조제2항에 따라 차를 견인한 경우에는 행정안전부령으로 정하는 바에
따라 그 차의 사용자(소유자나 소유자로부터 차의 관리를 위탁받은 사람을 말한다. 이하 같다) 또는 운전자가 그 차
의 소재를 쉽게 알 수 있도록 조치하여야 한다. ③ 경찰서장, 도지사 또는 시장등은 차를 견인하였을 때부터 24시간이 경과되어도 이를 인수하지 아니하는 때에는
해당 차의 보관장소 등 행정안전부령이 정하는 사항을 해당 차의 사용자 또는 운전자에게 등기우편으로 통지하여
야 한다. ④ 경찰서장, 도지사 또는 시장등은 견인하여 보관하고 있는 차의 사용자나 운전자를 알 수 없는 경우에는 법 제
35조제4항에 따라 차를 견인한 날부터 14일간 해당 기관의 게시판에 다음 각 호의 사항을 공고하고, 행정안전부령
으로 정하는 바에 따라 열람부를 작성ㆍ비치하여 관계자가 열람할 수 있도록 하여야 한다.

도로교통법 시행령
1. 보관하고 있는 차의 종류 및 형상
2. 보관하고 있는 차가 있던 장소 및 그 차를 견인한 일시
3. 차를 보관하고 있는 장소
4. 그 밖에 차를 보관하기 위하여 필요하다고 인정되는 사항
⑤ 경찰서장, 도지사 또는 시장등은 제4항에 따른 공고기간이 지나도 차의 사용자나 운전자를 알 수 없는 경우에는
제4항 각 호의 내용을 일간신문, 관보, 공보 중 하나 이상에 공고하고, 인터넷 홈페이지에도 공고해야 한다. 다만, 일
간신문 등에 공고할 만한 재산적 가치가 없다고 인정되는 경우에는 그렇지 않다."
불법주차한 차는 신고할 수 있어?,"불법, 주차, 신고, 불법주차",2,0.1097045093774795,0.0161290322580645,4,2.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제33조 또는 제34조를 위반하여
주차하고 있는 차가 교통에 위험을 일으키게 하거나 방해될 우려가 있을 때에는 차의 운전자 또는 관리 책임이 있는
사람에게 주차 방법을 변경하거나 그 곳으로부터 이동할 것을 명할 수 있다.
1. 경찰공무원
2. 시장등(도지사를 포함한다. 이하 이 조에서 같다)이 대통령령으로 정하는 바에 따라 임명하는 공무원(이하 “시ㆍ
군공무원”이라 한다)
② 경찰서장이나 시장등은 제1항의 경우 차의 운전자나 관리 책임이 있는 사람이 현장에 없을 때에는 도로에서 일
어나는 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요한 범위에서 그 차의 주차방법을 직접
변경하거나 변경에 필요한 조치를 할 수 있으며, 부득이한 경우에는 관할 경찰서나 경찰서장 또는 시장등이 지정하
는 곳으로 이동하게 할 수 있다.
③ 경찰서장이나 시장등은 제2항에 따라 주차위반 차를 관할 경찰서나 경찰서장 또는 시장등이 지정하는 곳으로 이
동시킨 경우에는 선량한 관리자로서의 주의의무를 다하여 보관하여야 하며, 그 사실을 차의 사용자(소유자 또는 소
유자로부터 차의 관리에 관한 위탁을 받은 사람을 말한다. 이하 같다)나 운전자에게 신속히 알리는 등 반환에 필요
한 조치를 하여야 한다.
④ 제3항의 경우 차의 사용자나 운전자의 성명ㆍ주소를 알 수 없을 때에는 대통령령으로 정하는 방법에 따라 공고
하여야 한다.
⑤ 경찰서장이나 시장등은 제3항과 제4항에 따라 차의 반환에 필요한 조치 또는 공고를 하였음에도 불구하고 그 차
의 사용자나 운전자가 조치 또는 공고를 한 날부터 1개월 이내에 그 반환을 요구하지 아니할 때에는 대통령령으로
정하는 바에 따라 그 차를 매각하거나 폐차할 수 있다.
⑥ 제2항부터 제5항까지의 규정에 따른 주차위반 차의 이동ㆍ보관ㆍ공고ㆍ매각 또는 폐차 등에 들어간 비용은 그
차의 사용자가 부담한다. 이 경우 그 비용의 징수에 관하여는 「행정대집행법」"
불법주차한 차는 신고할 수 있어?,"불법, 주차, 신고, 불법주차",3,0.0162278059870004,0.015625,7,4.0,,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제87조(권한의 위임에 따른 주차단속의 특례 등) ① 특별시장ㆍ광역시장은 제86조제2항제2호에도 불구하고 교통의 원
활한 소통과 안전을 위하여 필요한 경우에는 주차위반 차에 대하여 직접 법 제35조에 따른 조치를 할 수 있다.
② 특별시장ㆍ광역시장은 제1항에 따라 주차위반 사실을 직접 적발ㆍ단속한 경우에는 다음 각 호의 자료를 갖추어
위반장소를 관할하는 구청장 또는 군수에게 통보하여야 한다.

도로교통법 시행령
1. 주차위반 차에 과태료부과대상차표지를 붙인 후 해당 차를 촬영하거나 무인 교통단속용 장비로 주차위반 차를
촬영한 사진, 비디오테이프, 그 밖의 영상기록매체(이하 “사진증거”라 한다) 등의 증거자료
2. 위반장소ㆍ위반내용 및 차량번호 등을 적은 서류
③ 특별시장ㆍ광역시장은 제1항에 따라 주차위반 사실을 직접 적발ㆍ단속한 경우에는 행정안전부령으로 정하는 단
속대장에 그 사실을 기록하여야 한다. 이 경우 단속대장은 특별한 사유가 없으면 전자적 처리가 가능한 방법으로 작
성ㆍ관리하여야 한다. ④ 특별시장ㆍ광역시장은 제2항에 따른 증거자료에 관련 번호를 매겨 보존하여야 한다.
제87조의2(도지사의 주차단속의 특례) ① 도지사는 법 제35조제1항에 따라 주차위반 사실을 적발ㆍ단속한 경우에는
제87조제2항 각 호의 자료를 갖추어 위반장소를 관할하는 시장 또는 군수에게 통보하여야 한다.
② 도지사가 주차위반 사실을 적발ㆍ단속한 경우 단속대장에의 등재와 증거자료 보전에 관하여는 제87조제3항 및
제4항을 준용한다. 이 경우 “특별시장ㆍ광역시장”은 각각 “도지사”로 본다. 제87조의3(민감정보 및 고유식별정보의 처리) ① 경찰청장, 시ㆍ도경찰청장, 경찰서장, 도지사 및 시장등("
불법주차한 차는 신고할 수 있어?,"불법, 주차, 신고, 불법주차",4,-0.1090496405959129,0.0153846153846153,9,5.0,,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제160조 및 법 제161조에 따라 과
태료를 부과하려는 경우에는 행정안전부령으로 정하는 단속대장과 과태료 부과대상자 명부에 그 내용을 기록하여야
한다. 이 경우 단속대장은 특별한 사유가 없으면 전자적 처리가 가능한 방법으로 작성ㆍ관리하여야 한다. ② 시장등은 법 제160조제3항에 따라 법 제32조부터 제34조까지의 규정을 위반한 차의 운전자를 고용하고 있는 사
람이나 직접 운전자나 차를 관리하는 지위에 있는 사람 또는 차의 사용자(이하 “고용주등”이라 한다)에게 과태료를
부과하려는 경우에는 주차ㆍ정차위반 차에 과태료부과대상차표지를 붙인 후 해당 차를 촬영하거나 무인 교통단속
용 장비로 주차ㆍ정차위반 차를 촬영한 사진증거 등의 증거자료를 갖추어 부과하여야 하고, 증거자료는 관련 번호
를 부여하여 보존하여야 한다.
③ 시장등은 법 제160조제3항에도 불구하고 같은 조 제4항제3호에 따라 차의 고용주등에게 과태료처분을 할 수 없
을 때에는 위반행위를 한 운전자를 증명하는 자료를 첨부하여 관할 경찰서장에게 그 사실을 통보하여야 한다.
④ 법 제160조에 따른 과태료의 부과기준은 별표 6과 같다. 다만, 어린이보호구역 및 노인ㆍ장애인보호구역에서 오
전 8시부터 오후 8시까지 법"
