query,query_tokens,final_rank,rerank_score,rrf_score,rrf_rank,dense_rank,bm25_rank,metadata,page_content
불법주차한 차는 신고할 수 있어?,"불법, 주차, 신고, 불법주차",5,-0.2661261856555938,0.0158730158730158,6,3.0,,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제85조(위법사항의 통보 등 업무 협조) ① 경찰서장은 자동차 운전자가 「여객자동차 운수사업법」ㆍ「화물자동차 운수
사업법」 및 같은 법에 따른 명령을 위반하여 승차거부, 부당요금징수, 합승강요행위 또는 자가용자동차의 영업행위
등을 한 사실을 발견하였을 때에는 관할 관청에 이를 통보하여야 한다.
② 시ㆍ도경찰청장은 국토교통부장관이 관리하는 4차로 이상의 도로에 제86조제1항제1호에 따라 신호기(信號機
)를 설치하려는 경우에는 그 설치장소가 적합한지와 그 밖의 도로시설을 함께 개선하여야 하는지 등에 관하여 미리
관할 지방국토관리청장의 의견을 들어야 한다."
주차위반한 차는 바로 견인될 수 있어?,"주차, 위반, 바로, 견인, 주차위반",1,1.280428171157837,0.0322664584959666,1,1.0,3.0,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제13조(주차위반 차의 견인ㆍ보관 및 반환 등을 위한 조치) ① 경찰서장, 도지사 또는 시장등은 법 제35조제2항에 따라
차를 견인하려는 경우에는 행정안전부령으로 정하는 바에 따라 과태료 또는 범칙금 부과 및 견인 대상 차임을 알리
는 표지(이하 “과태료부과대상차표지”라 한다)를 그 차의 보기 쉬운 곳에 부착하여 견인 대상 차임을 알 수 있도록
하여야 한다. ② 경찰서장, 도지사 또는 시장등은 법 제35조제2항에 따라 차를 견인한 경우에는 행정안전부령으로 정하는 바에
따라 그 차의 사용자(소유자나 소유자로부터 차의 관리를 위탁받은 사람을 말한다. 이하 같다) 또는 운전자가 그 차
의 소재를 쉽게 알 수 있도록 조치하여야 한다. ③ 경찰서장, 도지사 또는 시장등은 차를 견인하였을 때부터 24시간이 경과되어도 이를 인수하지 아니하는 때에는
해당 차의 보관장소 등 행정안전부령이 정하는 사항을 해당 차의 사용자 또는 운전자에게 등기우편으로 통지하여
야 한다. ④ 경찰서장, 도지사 또는 시장등은 견인하여 보관하고 있는 차의 사용자나 운전자를 알 수 없는 경우에는 법 제
35조제4항에 따라 차를 견인한 날부터 14일간 해당 기관의 게시판에 다음 각 호의 사항을 공고하고, 행정안전부령
으로 정하는 바에 따라 열람부를 작성ㆍ비치하여 관계자가 열람할 수 있도록 하여야 한다.

도로교통법 시행령
1. 보관하고 있는 차의 종류 및 형상
2. 보관하고 있는 차가 있던 장소 및 그 차를 견인한 일시
3. 차를 보관하고 있는 장소
4. 그 밖에 차를 보관하기 위하여 필요하다고 인정되는 사항
⑤ 경찰서장, 도지사 또는 시장등은 제4항에 따른 공고기간이 지나도 차의 사용자나 운전자를 알 수 없는 경우에는
제4항 각 호의 내용을 일간신문, 관보, 공보 중 하나 이상에 공고하고, 인터넷 홈페이지에도 공고해야 한다. 다만, 일
간신문 등에 공고할 만한 재산적 가치가 없다고 인정되는 경우에는 그렇지 않다."
주차위반한 차는 바로 견인될 수 있어?,"주차, 위반, 바로, 견인, 주차위반",2,0.4840321540832519,0.0310544053923928,3,7.0,2.0,"{'law_title': '도로교통법 시행규칙(행정안전부령)(제00507호)', 'source': 'file/도로 교통법/도로교통법 시행규칙(행정안전부령)(제00507호)(20240731).pdf'}","도로교통법 시행규칙(행정안전부령)(제00507호) 제22조(주차위반차의 견인ㆍ보관 및 반환 등을 위한 조치 등) ①영 제13조제1항에 따른 과태료 또는 범칙금 부과 및 견
인대상차 표지는 별지 제9호서식에 의한다.
②영 제13조제2항에 따라 경찰서장 또는 시장등이 차를 견인한 경우에는 경찰청장이 정하는 바에 의하여 그 차가
있던 곳에 견인한 취지와 그 차의 보관장소를 표시하여야 한다.
③영 제13조제3항에 따라 차의 사용자 또는 운전자에게 통지하여야 할 사항은 다음 각 호와 같다.
1. 차의 등록번호ㆍ차종 및 형식
2. 위반장소
3. 보관한 일시 및 장소
4. 통지한 날부터 1월이 지나도 반환을 요구하지 아니한 때에는 그 차를 매각 또는 폐차할 수 있다는 내용
④제3항에 따른 보관 중인 차의 인수통지는 별지 제10호서식에 의한다.
⑤영 제15조제1항에 따라 견인하여 보관한 차를 반환할 경우의 인수증은 별지 제11호서식에 의한다."
주차위반한 차는 바로 견인될 수 있어?,"주차, 위반, 바로, 견인, 주차위반",3,0.2875706851482391,0.015625,8,4.0,,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제15조(소요비용의 징수 등) ① 경찰서장, 도지사 또는 시장등은 견인하여 보관한 차를 반환할 때에는 법 제35조제6항
에 따라 그 차의 사용자 또는 운전자로부터 그 차의 견인ㆍ보관 또는 공고 등에 든 비용(이하 “소요비용”이라 한다
)을 징수하고, 범칙금 납부통고서 또는 과태료 납부고지서를 발급한 후 행정안전부령으로 정하는 인수증을 받고 차
를 반환하여야 한다. ② 경찰서장, 도지사 또는 시장등은 제1항에 따라 소요비용을 징수하려는 경우에는 납부금액, 납부기한 및 납부장
소를 적은 문서로 그 차의 사용자 또는 운전자에게 고지하여야 한다.
③ 소요비용의 산정기준은 해당 지방자치단체의 조례로 정한다."
주차위반한 차는 바로 견인될 수 있어?,"주차, 위반, 바로, 견인, 주차위반",4,0.2803951799869537,0.0310544053923928,2,2.0,7.0,"{'law_title': '도로교통법 시행령(대통령령)(제34533호)', 'source': 'file/도로 교통법/도로교통법 시행령(대통령령)(제34533호)(20240901).pdf'}","도로교통법 시행령(대통령령)(제34533호) 제16조(견인 등 대행법인등의 요건) 법 제36조제1항 및 제2항에 따라 차의 견인ㆍ보관 및 반환 업무를 대행하는 법인
ㆍ단체 또는 개인(이하 “대행법인등”이라 한다)이 갖추어야 하는 요건은 다음 각 호와 같다. 1. 다음 각 목의 구분에 따른 주차대수 이상을 주차할 수 있는 주차시설 및 부대시설
가. 특별시 또는 광역시 지역: 30대
나. 시 또는 군(광역시의 군을 포함한다) 지역: 15대
2. 1대 이상의 견인차
3. 사무소, 차의 보관장소와 견인차 간에 서로 연락할 수 있는 통신장비
4. 대행업무의 수행에 필요하다고 인정되는 인력

도로교통법 시행령
5. 그 밖에 행정안전부령으로 정하는 차의 보관 및 관리에 필요한 장비"
주차위반한 차는 바로 견인될 수 있어?,"주차, 위반, 바로, 견인, 주차위반",5,0.1536612510681152,0.0305361305361305,5,6.0,5.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제33조 또는 제34조를 위반하여
주차하고 있는 차가 교통에 위험을 일으키게 하거나 방해될 우려가 있을 때에는 차의 운전자 또는 관리 책임이 있는
사람에게 주차 방법을 변경하거나 그 곳으로부터 이동할 것을 명할 수 있다.
1. 경찰공무원
2. 시장등(도지사를 포함한다. 이하 이 조에서 같다)이 대통령령으로 정하는 바에 따라 임명하는 공무원(이하 “시ㆍ
군공무원”이라 한다)
② 경찰서장이나 시장등은 제1항의 경우 차의 운전자나 관리 책임이 있는 사람이 현장에 없을 때에는 도로에서 일
어나는 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요한 범위에서 그 차의 주차방법을 직접
변경하거나 변경에 필요한 조치를 할 수 있으며, 부득이한 경우에는 관할 경찰서나 경찰서장 또는 시장등이 지정하
는 곳으로 이동하게 할 수 있다.
③ 경찰서장이나 시장등은 제2항에 따라 주차위반 차를 관할 경찰서나 경찰서장 또는 시장등이 지정하는 곳으로 이
동시킨 경우에는 선량한 관리자로서의 주의의무를 다하여 보관하여야 하며, 그 사실을 차의 사용자(소유자 또는 소
유자로부터 차의 관리에 관한 위탁을 받은 사람을 말한다. 이하 같다)나 운전자에게 신속히 알리는 등 반환에 필요
한 조치를 하여야 한다.
④ 제3항의 경우 차의 사용자나 운전자의 성명ㆍ주소를 알 수 없을 때에는 대통령령으로 정하는 방법에 따라 공고
하여야 한다.
⑤ 경찰서장이나 시장등은 제3항과 제4항에 따라 차의 반환에 필요한 조치 또는 공고를 하였음에도 불구하고 그 차
의 사용자나 운전자가 조치 또는 공고를 한 날부터 1개월 이내에 그 반환을 요구하지 아니할 때에는 대통령령으로
정하는 바에 따라 그 차를 매각하거나 폐차할 수 있다.
⑥ 제2항부터 제5항까지의 규정에 따른 주차위반 차의 이동ㆍ보관ㆍ공고ㆍ매각 또는 폐차 등에 들어간 비용은 그
차의 사용자가 부담한다. 이 경우 그 비용의 징수에 관하여는 「행정대집행법」"
운전하면서 휴대폰 보면 처벌받아?,"운전, 휴대폰, 처벌",1,-0.0204678550362586,0.0292110874200426,1,10.0,7.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제148조(벌칙) 제54조제1항에 따른 교통사고 발생 시의 조치를 하지 아니한 사람(주ㆍ정차된 차만 손괴한 것이 분명한
경우에 제54조제1항제2호에 따라 피해자에게 인적 사항을 제공하지 아니한 사람은 제외한다)은 5년 이하의 징역이
나 1천500만원 이하의 벌금에 처한다. 제148조의2(벌칙) ① 제44조제1항 또는 제2항을 위반(자동차등 또는 노면전차를 운전한 경우로 한정한다. 다만, 개인형
이동장치를 운전한 경우는 제외한다. 이하 이 조에서 같다)하여 벌금 이상의 형을 선고받고 그 형이 확정된 날부터
10년 내에 다시 같은 조 제1항 또는 제2항을 위반한 사람(형이 실효된 사람도 포함한다)은 다음 각 호의 구분에 따라
처벌한다. 1. 제44조제2항을 위반한 사람은 1년 이상 6년 이하의 징역이나 500만원 이상 3천만원 이하의 벌금에 처한다.
2. 제44조제1항을 위반한 사람 중 혈중알코올농도가 0.2퍼센트 이상인 사람은 2년 이상 6년 이하의 징역이나 1천만
원 이상 3천만원 이하의 벌금에 처한다.
3. 제44조제1항을 위반한 사람 중 혈중알코올농도가 0.03퍼센트 이상 0.2퍼센트 미만인 사람은 1년 이상 5년 이하
의 징역이나 500만원 이상 2천만원 이하의 벌금에 처한다.
② 술에 취한 상태에 있다고 인정할 만한 상당한 이유가 있는 사람으로서 제44조제2항에 따른 경찰공무원의 측정
에 응하지 아니하는 사람(자동차등 또는 노면전차를 운전한 경우로 한정한다)은 1년 이상 5년 이하의 징역이나
500만원 이상 2천만원 이하의 벌금에 처한다. ③ 제44조제1항을 위반하여 술에 취한 상태에서 자동차등 또는 노면전차를 운전한 사람은 다음 각 호의 구분에 따
라 처벌한다.
1. 혈중알코올농도가 0.2퍼센트 이상인 사람은 2년 이상 5년 이하의 징역이나 1천만원 이상 2천만원 이하의 벌금
2. 혈중알코올농도가 0.08퍼센트 이상 0.2퍼센트 미만인 사람은 1년 이상 2년 이하의 징역이나 500만원 이상 1천만
원 이하의 벌금
3. 혈중알코올농도가 0.03퍼센트 이상 0.08퍼센트 미만인 사람은 1년 이하의 징역이나 500만원 이하의 벌금
④ 제45조를 위반하여 약물로 인하여 정상적으로 운전하지 못할 우려가 있는 상태에서 자동차등 또는 노면전차를
운전한 사람은 3년 이하의 징역이나 1천만원 이하의 벌금에 처한다. 제148조의3(벌칙) ① 제50조의3제4항을 위반하여 음주운전 방지장치를 해체ㆍ조작하거나 그 밖의 방법으로 효용을 해
친 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다.
② 제50조의3제4항을 위반하여 장치가 해체ㆍ조작되었거나 효용이 떨어진 것을 알면서 해당 장치가 설치된 자동차
등을 운전한 자는 1년 이하의 징역 또는 300만원 이하의 벌금에 처한다.
③ 제50조의3제5항을 위반하여 조건부 운전면허를 받은 사람을 대신하여 음주운전 방지장치가 설치된 자동차등을
운전할 수 있도록 해당 장치에 호흡을 불어넣거나 다른 부정한 방법으로 음주운전 방지장치가 설치된 자동차등에

도로교통법
시동을 걸어 운전할 수 있도록 한 사람은 1년 이하의 징역 또는 300만원 이하의 벌금에 처한다.
제148조의3"
운전하면서 휴대폰 보면 처벌받아?,"운전, 휴대폰, 처벌",2,-0.1270007491111755,0.015625,8,4.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제47조 또는 제58조에 따른 경찰공무원의 요구ㆍ조치 또는 명령에 따르지 아니하거나 이를 거부 또는
방해한 사람
3. 제46조의2를 위반하여 교통단속을 회피할 목적으로 교통단속용 장비의 기능을 방해하는 장치를 제작ㆍ수입ㆍ판
매 또는 장착한 사람
4. 제49조제1항제4호를 위반하여 교통단속용 장비의 기능을 방해하는 장치를 한 차를 운전한 사람
5. 제55조를 위반하여 교통사고 발생 시의 조치 또는 신고 행위를 방해한 사람
6. 제68조제1항을 위반하여 함부로 교통안전시설이나 그 밖에 그와 비슷한 인공구조물을 설치한 사람
7. 제80조제3항 또는 제4항에 따른 조건을 위반하여 운전한 사람
② 다음 각 호의 어느 하나에 해당하는 사람은 100만원 이하의 벌금 또는 구류에 처한다. 1. 고속도로, 자동차전용도로, 중앙분리대가 있는 도로에서 제13조제3항을 고의로 위반하여 운전한 사람
2. 제17조제3항을 위반하여 제17조제1항 및 제2항에 따른 최고속도보다 시속 100킬로미터를 초과한 속도로 자동차
등을 운전한 사람"
운전하면서 휴대폰 보면 처벌받아?,"운전, 휴대폰, 처벌",3,-0.1336531043052673,0.0161290322580645,4,2.0,,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제62조 또는 제68조제3항제5호를 위반한 사실이 사진, 비디오테이프나 그 밖의 영상기록매체에 의하여 입증되고
다음 각 호의 어느 하나에 해당하는 경우에는 제56조제1항에 따른 고용주등에게 20만원 이하의 과태료를 부과한다
. 1. 위반행위를 한 운전자를 확인할 수 없어 제143조제1항에 따른 고지서를 발급할 수 없는 경우(제15조제3항, 제
29조제4항ㆍ제5항,"
운전하면서 휴대폰 보면 처벌받아?,"운전, 휴대폰, 처벌",4,-0.1587070524692535,0.0163934426229508,3,,1.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제151조, 「교통사고처리 특례법」 제3조제1항 또는 「특정범죄 가중처벌 등에
관한 법률」 제5조의13에 따른 형을 감경하거나 면제할 수 있다."
운전하면서 휴대폰 보면 처벌받아?,"운전, 휴대폰, 처벌",5,-0.3415500521659851,0.0161290322580645,5,,2.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제2조(교통안전교육강사, 자동차운전 전문학원 강사 및 기능검정원 결격사유에 관한 적용례) 제76조제3항제2호나목
ㆍ다목ㆍ라목, 제106조제3항제1호 및 제107조제3항제2호의 개정규정은 이 법 시행 이후 발생한 범죄행위로 형벌
을 받은 자부터 적용한다. 다만, 「교통사고처리 특례법」 제3조제1항 또는 「특정범죄 가중처벌 등에 관한 법률」 제
5조의3을 위반한 사람에 대해서는 종전의 규정에 따른다."
음주측정 거부하면 어떻게 돼?,"음주, 측정, 거부",1,0.0902690142393112,0.0317780580075662,2,1.0,5.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제47조, 제50조의3, 제93조제1항제1호부터 제
4호까지 및 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. ② 경찰공무원은 교통의 안전과 위험방지를 위하여 필요하다고 인정하거나 제1항을 위반하여 술에 취한 상태에서
자동차등, 노면전차 또는 자전거를 운전하였다고 인정할 만한 상당한 이유가 있는 경우에는 운전자가 술에 취하였
는지를 호흡조사로 측정할 수 있다. 이 경우 운전자는 경찰공무원의 측정에 응하여야 한다. ③ 제2항에 따른 측정 결과에 불복하는 운전자에 대하여는 그 운전자의 동의를 받아 혈액 채취 등의 방법으로 다시
측정할 수 있다.

도로교통법
④ 제1항에 따라 운전이 금지되는 술에 취한 상태의 기준은 운전자의 혈중알코올농도가 0.03퍼센트 이상인 경우로
한다. ⑤ 제2항 및 제3항에 따른 측정의 방법, 절차 등 필요한 사항은 행정안전부령으로 정한다."
음주측정 거부하면 어떻게 돼?,"음주, 측정, 거부",2,0.0051475754007697,0.0320020481310803,1,2.0,3.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제47조, 제93조제1항제1호부터 제4호까지 및 제
148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. ② 경찰공무원은 교통의 안전과 위험방지를 위하여 필요하다고 인정하거나 제1항을 위반하여 술에 취한 상태에서
자동차등, 노면전차 또는 자전거를 운전하였다고 인정할 만한 상당한 이유가 있는 경우에는 운전자가 술에 취하였
는지를 호흡조사로 측정할 수 있다. 이 경우 운전자는 경찰공무원의 측정에 응하여야 한다. ③ 제2항에 따른 측정 결과에 불복하는 운전자에 대하여는 그 운전자의 동의를 받아 혈액 채취 등의 방법으로 다시
측정할 수 있다.
④ 제1항에 따라 운전이 금지되는 술에 취한 상태의 기준은 운전자의 혈중알코올농도가 0.03퍼센트 이상인 경우로
한다. ⑤ 제2항 및 제3항에 따른 측정의 방법, 절차 등 필요한 사항은 행정안전부령으로 정한다."
음주측정 거부하면 어떻게 돼?,"음주, 측정, 거부",3,-0.0836507678031921,0.0163934426229508,4,,1.0,"{'law_title': '도로교통법(법률)(제20270호)', 'source': 'file/도로 교통법/도로교통법(법률)(제20270호)(20240814).pdf'}","도로교통법(법률)(제20270호) 제34조 또는 제52조제4항을 위반하거나 제35조제1항에 따른 명령을 위반한 사람
5. 제39조제6항에 따른 시ㆍ도경찰청장의 제한을 위반한 사람
6. 제50조제1항, 제3항 및 제4항을 위반하여 좌석안전띠를 매지 아니하거나 인명보호 장구를 착용하지 아니한 운전
자(자전거 운전자는 제외한다)
6의2. 제50조의2제1항을 위반하여 자율주행시스템의 직접 운전 요구에 지체 없이 대응하지 아니한 자율주행자동차
의 운전자
7. 제95조제2항에 따른 경찰공무원의 운전면허증 회수를 거부하거나 방해한 사람
8. 삭제<2020. 5. 26.>
9. 삭제<2020. 5. 26.>
9의2. 삭제<2020. 5. 26.>
10. 주ㆍ정차된 차만 손괴한 것이 분명한 경우에 제54조제1항제2호에 따라 피해자에게 인적 사항을 제공하지 아니
한 사람
11. 제44조제1항을 위반하여 술에 취한 상태에서 자전거등을 운전한 사람
12. 술에 취한 상태에 있다고 인정할 만한 상당한 이유가 있는 사람으로서 제44조제2항에 따른 경찰공무원의 측정
에 응하지 아니한 사람(자전거등을 운전한 사람으로 한정한다)
13. 제43조를 위반하여 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장
치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허
증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지
아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 개인형 이동장치를 운전한 사람"
